0,21
1,25
2,30
3,32
4,40
5,42
0,2
1,6
2,12
3,26
4,30
5,34
0,2
1,4
2,30
3,32
4,33
5,43
0,3
1,5
2,12
3,13
4,33
5,39
0,1
1,15
2,19
3,23
4,28
5,42
0,19
1,22
2,30
3,34
4,39
5,44
0,5
1,16
2,21
3,26
4,34
5,42
0,5
1,17
2,18
3,22
4,23
5,43
0,2
1,6
2,11
3,16
4,25
5,31
